,GSM4251054,GSM4251055,GSM4251056,GSM4251057,GSM4251058,GSM4251059,GSM4251060,GSM4251061,GSM4251062,GSM4251063,GSM4251064,GSM4251065,GSM4251066,GSM4251067,GSM4251068,GSM4251069,GSM4251070,GSM4251071,GSM4251072,GSM4251073,GSM4251074,GSM4251075,GSM4251076,GSM4251077,GSM4251078,GSM4251079,GSM4251080,GSM4251081,GSM4251082,GSM4251083
CHMP3,0.131543874,0.089908058,0.092250547,0.077785716,0.106477822,0.11752905,0.165271969,0.1827696,0.155229342,0.203842979,0.168734229,0.057357445,0.153684089,0.154351982,0.155291504,0.162086868,0.196968159,0.165883983,0.138100262,0.149993676,0.094061845,0.132836835,0.129638498,0.095753525,0.125273504,0.148374626,0.113322808,0.130285793,0.155973385,0.106783164
CHMP4A,0.553674887,0.538617559,0.524422605,0.522377147,0.50775864,0.505785649,0.589225804,0.538535343,0.599469018,0.597726587,0.588045614,0.596330528,0.581373062,0.592084182,0.584450902,0.565473694,0.585271515,0.573938611,0.578378972,0.5982903,0.567510147,0.581115805,0.56586229,0.562751875,0.538934454,0.540049914,0.533777148,0.573306471,0.533855634,0.535854941
CHMP4B,0.734735024,0.704556245,0.70436362,0.705537502,0.697550299,0.701404472,0.7086881,0.695292622,0.727880015,0.750955698,0.756844766,0.732208892,0.746205495,0.735783202,0.69224262,0.682492923,0.731084598,0.730149679,0.737113137,0.731740031,0.731585726,0.72486644,0.72116406,0.73355485,0.728557124,0.747299176,0.747042164,0.742955863,0.780427993,0.77130637
CHMP4C,0.308816225,0.320453308,0.347779412,0.304886487,0.341076451,0.327428353,0,0,0.171340824,0.207757122,0.163598059,0.180017666,0.209473927,0.145348134,0,0,0.231261161,0.160219548,0.234215015,0.226769308,0.192496211,0.248933612,0.216573206,0.185758274,0.217158362,0.077549727,0.067187666,0.10314498,0.142490442,0.148118995
CHMP6,0.495330347,0.473795533,0.432680889,0.456718243,0.428780199,0.495436781,0.54460767,0.533406291,0.505214732,0.533121631,0.535670645,0.51788202,0.518303121,0.482237165,0.497424868,0.501023199,0.526096295,0.512061488,0.526463238,0.533638128,0.55940913,0.534894091,0.499655864,0.561595271,0.505596441,0.542735668,0.488989244,0.54928498,0.533344821,0.545681076
CHMP7,0.642072808,0.662442677,0.65785911,0.654803694,0.641610905,0.625132345,0.569079757,0.55558729,0.640422522,0.63603258,0.648996111,0.646768448,0.647368682,0.641602244,0.573949441,0.573312748,0.683660018,0.691098477,0.672457323,0.678892575,0.641268002,0.622759151,0.627388057,0.639858631,0.610186783,0.654649204,0.656712883,0.638893105,0.628684957,0.647514854
CSNK2A1,0.708670741,0.67469451,0.65939413,0.67498919,0.687636685,0.707205414,0.582707581,0.591974896,0.698453299,0.703414417,0.708216827,0.713513736,0.707189981,0.701883727,0.558283816,0.572965236,0.75337899,0.744532145,0.739060086,0.740404804,0.727672713,0.735360478,0.732309794,0.732083486,0.747366114,0.734274579,0.735201479,0.692185186,0.736438039,0.728660157
CSNK2A2,0.57648645,0.567222029,0.556206503,0.517181897,0.557879516,0.575548461,0.52676131,0.528992902,0.576183901,0.554550243,0.559825183,0.536174871,0.550228053,0.578535309,0.514584345,0.520550871,0.588089429,0.585008399,0.56726702,0.549816962,0.571603221,0.549880416,0.575635513,0.54086576,0.55196508,0.58494553,0.588113549,0.564829778,0.607560123,0.615510575
CSNK2B,0.455498738,0.432710679,0.402755833,0.401677723,0.415055385,0.456460889,0.450768827,0.389704579,0.484336196,0.495755584,0.512959475,0.499491146,0.512332308,0.495194315,0.440536088,0.444835435,0.476307647,0.477291228,0.511513377,0.484541386,0.496571096,0.510888515,0.479288762,0.51036703,0.515686586,0.477556365,0.446512543,0.510354027,0.477510298,0.486934357
DYNC1H1,0.934929911,0.969344742,0.92119034,0.86311639,0.924399974,0.989682413,0.81768648,0.835358186,0.976385511,0.982041811,0.962844908,0.952551921,0.967324924,0.976744784,0.854935131,0.875498486,0.991182412,0.994317375,0.98070649,0.989542253,1.021116175,1.008318357,1.02091436,0.994258765,0.992797381,1.014030008,0.989083397,0.973183556,1.013606639,0.979042404
DYNC1I1,0.262422957,0.207922907,0.251075868,0.196604905,0.198211241,0.198970034,0.027566083,0.072680938,0.375545097,0.329922202,0.338950495,0.328978671,0.336979967,0.356087926,0,0,0.443358203,0.461352405,0.392908511,0.410811117,0.247744111,0.255505914,0.240829722,0.24796103,0.248016544,0.450505709,0.49885061,0.519725164,0.420101416,0.442247348
DYNC1I2,0.698342469,0.687039612,0.758842545,0.748548765,0.732541523,0.681590434,0.675150896,0.656849652,0.678884765,0.68134055,0.684725227,0.677134509,0.692338215,0.689906241,0.620322414,0.614845577,0.734431422,0.726712903,0.71476782,0.710966665,0.711062235,0.718540801,0.721608523,0.698192019,0.734701362,0.755283252,0.779064364,0.726900452,0.750895527,0.745411078
DYNC1LI1,0.593538363,0.583634206,0.600168656,0.618637062,0.597443234,0.573023625,0.582100624,0.586596097,0.602597538,0.583234769,0.59397504,0.590136828,0.590658642,0.603649265,0.539865843,0.532886453,0.663775571,0.666816763,0.647530059,0.643225625,0.657317255,0.669098702,0.683173387,0.654037783,0.702406362,0.644024681,0.681588357,0.659800161,0.638347233,0.649022968
DYNC1LI2,0.771405292,0.752178739,0.73952886,0.748324893,0.752722219,0.789080398,0.77644764,0.738418646,0.81745777,0.808486148,0.810348905,0.811472054,0.796388869,0.812153393,0.746578272,0.751784509,0.853750468,0.841731554,0.840122976,0.829525701,0.802115658,0.801159843,0.811808385,0.804438601,0.815642138,0.807704775,0.802948475,0.756709567,0.791048158,0.793549322
DYNLL1,0.839722709,0.830483855,0.845740817,0.853149066,0.828083971,0.818264899,0.847306798,0.810885266,0.79997336,0.817968888,0.823239117,0.80020988,0.800772694,0.809919848,0.815859983,0.803404371,0.806914204,0.808251268,0.804191952,0.797043699,0.844711478,0.852071323,0.843800112,0.848821054,0.855201026,0.815155045,0.810717637,0.86051323,0.79856572,0.822409741
DYNLL2,0.592750325,0.599155033,0.587112698,0.586845649,0.611971022,0.601870483,0.591241364,0.594015297,0.70873764,0.710056629,0.706041227,0.70029489,0.689274419,0.695091631,0.538491731,0.553676905,0.757164953,0.755433998,0.733495951,0.75205816,0.717718452,0.724176711,0.719822655,0.720292542,0.737043342,0.811695403,0.813051119,0.737162356,0.793655837,0.765471298
EEF1A1,1.093690686,1.118951105,1.172740813,1.158867455,1.161064909,1.10143943,1.167326505,1.122599411,1.110871207,1.118357362,1.115581594,1.105260312,1.08966222,1.108688783,1.167059035,1.166107503,1.110541375,1.088691818,1.098610784,1.099396064,1.088515385,1.115214683,1.148141262,1.102471981,1.1603975,1.086141436,1.114885844,1.112764118,1.096475794,1.110927347
FUNDC1,0.449420036,0.397270288,0.481464035,0.503920102,0.483107849,0.409369503,0.386592523,0.340058054,0.418957787,0.402531241,0.432637249,0.474219031,0.390399314,0.420893349,0.374579613,0.369368845,0.429182717,0.428075081,0.425175854,0.417824112,0.444283979,0.453736457,0.464255822,0.425995809,0.49999794,0.486231455,0.513601342,0.498270258,0.455920351,0.49417967
GABARAP,0.813630086,0.806599314,0.821271618,0.810513256,0.818392178,0.790713252,0.895238631,0.844090118,0.85716322,0.86293377,0.876820285,0.856724877,0.870479227,0.850558079,0.91768392,0.90527268,0.851862079,0.855908268,0.862885592,0.869823663,0.832685941,0.850303133,0.84772127,0.856070354,0.838122622,0.88199467,0.882778685,0.935643094,0.862959572,0.886771947
GABARAPL1,0.758347296,0.769588034,0.813133135,0.788014711,0.799203719,0.779207842,0.686133634,0.663169177,0.686126268,0.690535956,0.702436671,0.684025958,0.68311244,0.669364828,0.687580588,0.679119405,0.697897869,0.70438902,0.667757737,0.667254915,0.606691953,0.637320097,0.627666262,0.592268006,0.605484767,0.670891185,0.658969027,0.667405142,0.665963778,0.657528402
GABARAPL2,0.689117947,0.667185164,0.690467089,0.70267355,0.674378209,0.661567879,0.653454508,0.651239151,0.677699542,0.692637045,0.698598803,0.680438651,0.694296414,0.686018341,0.669436552,0.664240615,0.695202433,0.697187112,0.677701856,0.695715509,0.661128571,0.651487265,0.644221776,0.646351978,0.662270117,0.719730919,0.739174674,0.75615341,0.700661548,0.71307376
GFAP,0,0,0.028936249,0.016119626,0.023891396,0.050163154,0,0,0.273918862,0.277441369,0.287539327,0.279254439,0.295446877,0.277798199,0.097027407,0.029467552,0,0.016031938,0.015422408,0.029272717,0,0,0,0.015911162,0.029593559,0.016060159,0,0,0.059716809,0.034662395
HSP90AA1,1.072273621,1.04233162,1.113486517,1.108979594,1.104834878,1.048453573,1.037725375,1.032999484,1.121367566,1.108338782,1.104969619,1.09882429,1.087978745,1.094730763,0.982025871,0.976375735,1.134584941,1.132702484,1.123948979,1.111575389,1.157214603,1.162622868,1.180249964,1.170788803,1.198259688,1.095965127,1.126204757,1.072154497,1.090995003,1.093311669
HSP90AB1,1.101953833,1.095007993,1.106573917,1.070453561,1.090887716,1.103858027,0.982999337,0.96696113,1.054714793,1.069865002,1.068728365,1.039867169,1.040736845,1.059643358,0.949007459,0.94364674,1.063641831,1.071020578,1.069602653,1.061139584,1.132382223,1.139364673,1.141767472,1.131835404,1.138069809,1.122712325,1.126187076,1.082785861,1.142492702,1.140839162
HSPA8,1.087059917,1.094928741,1.142114503,1.124095018,1.120390968,1.079897504,1.026721317,1.01182136,1.133063432,1.129690783,1.12408731,1.104102939,1.092364389,1.106114336,1.041971968,1.033085901,1.105866637,1.094842959,1.112640283,1.102093177,1.103010448,1.121182329,1.126262875,1.116585469,1.132383309,1.115177207,1.13455007,1.12242746,1.114247245,1.128859804
IFT88,0.33550861,0.262713248,0.377156191,0.329177558,0.363004406,0.337042957,0.349588451,0.352282151,0.52159673,0.498523807,0.490871448,0.504897143,0.514849295,0.521901568,0.373190232,0.397853569,0.434494824,0.415096634,0.451682805,0.4494476,0.462989358,0.466744512,0.4815296,0.480883756,0.499426341,0.42048293,0.437787419,0.430346838,0.388524893,0.391376829
LAMP2,0.715062886,0.698817393,0.722919243,0.754361986,0.747242071,0.734320884,0.771328971,0.814090897,0.701236931,0.683098555,0.677769364,0.696594929,0.699154604,0.705383398,0.767267603,0.783292872,0.697675103,0.665268726,0.697008025,0.690943303,0.670354945,0.671481021,0.711668426,0.685608356,0.722789132,0.623322223,0.671832166,0.599403905,0.638347233,0.657528402
LAMTOR1,0.651152583,0.628190598,0.629939982,0.636753026,0.637541694,0.608537672,0.700813602,0.668530936,0.635990641,0.664868183,0.680395685,0.651693028,0.668905711,0.649358067,0.683638806,0.667041925,0.627865939,0.631337465,0.659644443,0.655625169,0.659570998,0.658955023,0.640952954,0.67478764,0.644343369,0.661199833,0.649298081,0.678130728,0.661485798,0.679453182
LAMTOR2,0.543032377,0.523490176,0.507427604,0.496211067,0.494777921,0.504782523,0.579028179,0.536419659,0.503034254,0.539921495,0.551171219,0.529825191,0.534026072,0.51890806,0.569158332,0.559501757,0.515878515,0.518971252,0.513595531,0.515992672,0.493874345,0.512615013,0.453019895,0.504237805,0.481817107,0.577406641,0.54023912,0.622972178,0.57846855,0.574281021
LAMTOR3,0.595490408,0.605644419,0.631329255,0.691619894,0.649595807,0.610034781,0.54460767,0.536419659,0.617069258,0.619939601,0.62245939,0.621802193,0.590658642,0.597087094,0.537104825,0.517047485,0.658360135,0.64752443,0.616543776,0.62120199,0.567510147,0.601981508,0.613994139,0.587140619,0.619679481,0.633792286,0.659983359,0.628324447,0.612453365,0.626378734
LAMTOR4,0.635400395,0.62388372,0.598741369,0.615117658,0.588991078,0.59489084,0.585408691,0.544304225,0.612925955,0.650752748,0.649997174,0.637858975,0.659000993,0.640603745,0.648112016,0.651453255,0.578481359,0.59248552,0.627764579,0.614821195,0.644024479,0.632793175,0.601611538,0.648310926,0.598877345,0.629642645,0.581414229,0.661913049,0.618929426,0.62840292
LAMTOR5,0.633609469,0.622944391,0.657085627,0.679679768,0.654477484,0.610034781,0.634391349,0.600806093,0.607579307,0.619696625,0.639456248,0.647902053,0.639797308,0.629873924,0.60786072,0.610041275,0.608897416,0.60348376,0.62263319,0.600889942,0.616863698,0.615195274,0.603584845,0.62519997,0.632404084,0.625119141,0.648645013,0.672050034,0.636566661,0.650515967
MAP1LC3B,0.819950833,0.801761486,0.806172253,0.83350958,0.824854933,0.794359036,0.731541705,0.718975027,0.742877709,0.74851796,0.769265136,0.732720991,0.741702345,0.74550636,0.760270638,0.760431692,0.872254922,0.852128364,0.831507392,0.824569806,0.718171926,0.758261396,0.745855707,0.724888891,0.737043342,0.78965152,0.790772095,0.792553122,0.77517339,0.805475042
MAP1LC3C,0.31145038,0.291484589,0.307141047,0.309220143,0.297124387,0.261971754,0.061211841,0.028350878,0.229578892,0.26999917,0.280556133,0.306181814,0.274436494,0.223105348,0.030781128,0.015461264,0.263293419,0.245707475,0.208511354,0.230257139,0.328104309,0.299689543,0.298811086,0.336403002,0.333004034,0.08729924,0.113322808,0.10314498,0.149384412,0.049373855
MFN1,0.585463852,0.574788604,0.61883524,0.647711645,0.608524231,0.581679436,0.502902827,0.514416187,0.559863312,0.534850919,0.545243777,0.57582355,0.545020771,0.541972803,0.552533597,0.551683547,0.60312274,0.594688622,0.588093574,0.565139271,0.570793554,0.587826204,0.587378747,0.561595271,0.594404674,0.535928246,0.547726659,0.50240806,0.510136165,0.503765231
MFN2,0.753055374,0.768882202,0.765074716,0.728334191,0.752224721,0.777281616,0.695654169,0.693076023,0.74602691,0.76126932,0.755867668,0.743444581,0.745358182,0.74550636,0.646114666,0.663484616,0.763603123,0.761366899,0.759643651,0.763154918,0.786554413,0.777140363,0.771753161,0.777414678,0.763091901,0.771511406,0.755369882,0.70966633,0.774971428,0.755900705
MLST8,0.606694167,0.590819313,0.583344001,0.553585785,0.561807686,0.59489084,0.572037088,0.566424371,0.620352845,0.666653083,0.663894744,0.64699586,0.654573755,0.642594095,0.580338726,0.538252607,0.627865939,0.633519869,0.636623129,0.653226461,0.664628744,0.645512833,0.623437621,0.676408002,0.630039988,0.598966993,0.576184292,0.650281306,0.600558167,0.614568062
MTERF3,0.459417628,0.446678321,0.48209301,0.524405551,0.505164203,0.420409206,0.376060053,0.376591947,0.464380031,0.420243277,0.42739491,0.4490072,0.413786064,0.471201785,0.433255627,0.424608777,0.423674142,0.426150529,0.446096219,0.43093111,0.442373631,0.427819474,0.494988593,0.471972535,0.493586371,0.392877179,0.469985525,0.457503249,0.387165908,0.404850147
MTMR14,0.544131503,0.550827993,0.542631049,0.527397291,0.509463496,0.554039171,0.508986963,0.465091902,0.527303496,0.531811362,0.527270279,0.539485028,0.540467811,0.505468505,0.525518632,0.513459713,0.544018595,0.558833638,0.538744479,0.560705763,0.535196774,0.543508569,0.494988593,0.525904586,0.509928511,0.571308044,0.537963318,0.575820525,0.563365619,0.565344235
MTMR3,0.638918917,0.658784019,0.63270569,0.605207016,0.632432976,0.666406923,0.545776473,0.54670981,0.753671444,0.741922361,0.759259834,0.746038273,0.742245628,0.743678724,0.578591239,0.608130274,0.747433482,0.762282443,0.750762698,0.747312881,0.663978696,0.661924381,0.676716561,0.643476115,0.64585106,0.695723812,0.684016784,0.663305172,0.694199679,0.67781318
MTOR,0.689324675,0.718584351,0.700067794,0.648151213,0.672687875,0.730167667,0.567746303,0.580382634,0.761815111,0.754833859,0.746876958,0.745217896,0.736270612,0.751335608,0.594260525,0.596713362,0.761294038,0.753939918,0.758649375,0.768175267,0.77821931,0.776070698,0.77499282,0.761101698,0.75227107,0.741104979,0.736658568,0.699697196,0.743717527,0.730986243
MVB12A,0.429536832,0.425794034,0.413080803,0.416940956,0.389879988,0.423914483,0.434488944,0.402804448,0.45330068,0.488307784,0.484947973,0.474942076,0.475680045,0.48511015,0.517261477,0.454390248,0.473321951,0.50017472,0.505086378,0.497699844,0.498562095,0.479423998,0.454804629,0.484174036,0.447948188,0.471240166,0.396653768,0.450442752,0.471432952,0.46879755
MVB12B,0.488330236,0.518508667,0.48271934,0.450231941,0.476911026,0.533941256,0.359397596,0.368921194,0.713357878,0.726721481,0.729559836,0.710280223,0.73984022,0.716019641,0.420609018,0.435503547,0.806377871,0.819578377,0.783239053,0.799554668,0.681186486,0.683398971,0.657763564,0.682547004,0.647767363,0.763467094,0.737981827,0.695291502,0.743093019,0.73454956
NBR1,0.706661583,0.711302097,0.723292627,0.702063531,0.703081009,0.727709161,0.786031105,0.770233612,0.750472933,0.73922192,0.752496758,0.728047462,0.747152996,0.753385785,0.793619531,0.794633482,0.738554263,0.750137809,0.724989824,0.715545353,0.673647203,0.683034919,0.690642229,0.663314519,0.659362949,0.698867231,0.698748451,0.652532572,0.675916855,0.676778933
PCNT,0.571558794,0.592755172,0.536660444,0.512346024,0.540697735,0.602915829,0.529816188,0.541035127,0.727271902,0.705342606,0.682335478,0.720195148,0.700739418,0.724242304,0.565365062,0.60867878,0.694293005,0.718915013,0.693959134,0.697372781,0.699032968,0.685922725,0.692632166,0.678187971,0.672110231,0.703612101,0.688089854,0.669745692,0.726563447,0.675318816
PEX5,0.553160438,0.556822293,0.535787623,0.504496903,0.533661723,0.531437621,0.549228844,0.513921373,0.658493689,0.674598884,0.662433467,0.652352122,0.669613847,0.662606248,0.554199291,0.580429263,0.622424617,0.625610459,0.603845372,0.614821195,0.571603221,0.585739607,0.577593322,0.577023463,0.550752714,0.611781421,0.592311912,0.578292851,0.582569158,0.583101662
PGAM5,0.594712657,0.588066137,0.542631049,0.530813364,0.571057425,0.567181235,0.480013038,0.488589579,0.579835327,0.596310778,0.607310966,0.594725411,0.606040187,0.59300639,0.474534821,0.438964979,0.589938852,0.601108923,0.612074688,0.610051654,0.660017683,0.626801062,0.623151398,0.65278404,0.617621654,0.617260633,0.609439581,0.600464086,0.639103868,0.620135711
PIK3C3,0.644325319,0.632670977,0.694442293,0.694058562,0.692552023,0.656929217,0.558775133,0.55255911,0.575510281,0.585393365,0.566962208,0.565586146,0.542554605,0.553194449,0.517261477,0.506014034,0.591311005,0.59185003,0.565087988,0.559953844,0.568749921,0.598486431,0.608722664,0.57024124,0.59799349,0.587266403,0.605411659,0.571392688,0.576948981,0.59106047
PIK3R4,0.550561203,0.541900638,0.542631049,0.556861984,0.568798278,0.545098749,0.446296115,0.444466327,0.533248664,0.528259896,0.509924609,0.548556402,0.530022926,0.553194449,0.482785181,0.477226335,0.521074999,0.505953505,0.483320575,0.51136482,0.58136934,0.577088034,0.618199512,0.590365858,0.591346497,0.516089599,0.557694925,0.511318119,0.531283868,0.53745018
PLIN2,0.434190334,0.431579979,0.436138604,0.458296628,0.477437389,0.440300966,0.707513484,0.68449644,0.34239106,0.346031304,0.335694609,0.358514846,0.361251084,0.334267498,0.656470475,0.650835718,0.326171899,0.29508234,0.319250649,0.300427531,0.556756595,0.571027916,0.556750881,0.582504646,0.56394694,0.392877179,0.402460834,0.423575371,0.409911153,0.452882542
