,GSM4251054,GSM4251055,GSM4251056,GSM4251057,GSM4251058,GSM4251059,GSM4251060,GSM4251061,GSM4251062,GSM4251063,GSM4251064,GSM4251065,GSM4251066,GSM4251067,GSM4251068,GSM4251069,GSM4251070,GSM4251071,GSM4251072,GSM4251073,GSM4251074,GSM4251075,GSM4251076,GSM4251077,GSM4251078,GSM4251079,GSM4251080,GSM4251081,GSM4251082,GSM4251083
MGST1,0.602683294,0.547216583,0.581745128,0.610386205,0.592429702,0.587568011,0.776859506,0.776316031,0.560237802,0.556792745,0.548434404,0.553745372,0.54130604,0.586907385,0.778336953,0.757638281,0.533660065,0.491688221,0.532502917,0.527673667,0.614157753,0.645278193,0.638647155,0.6384791,0.651733703,0.433041642,0.440459033,0.481641402,0.43763272,0.467110893
MICB,0.079843912,0.089908058,0.063932315,0,0.012424177,0.087622327,0.111795611,0.152409212,0,0.014821159,0,0.031422565,0,0,0.097027407,0.167476119,0,0.016031938,0.029396807,0,0.01764614,0.032031559,0.017696678,0.030285587,0,0.016060159,0,0,0.01731824,0
MIR103A1,0,0,0,0,0,0.027183286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR132,0,0,0,0.030663945,0,0,0,0,0,0.014821159,0.014901195,0.016538318,0,0,0,0,0,0,0,0,0.01764614,0.016875121,0,0.030285587,0,0,0,0,0.032831101,0
MIR133A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR195,0,0,0,0,0,0,0.014419802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR19A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR29B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR34A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR92A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMP14,0.866201482,0.876304308,0.877945622,0.857894327,0.855620373,0.893520297,0.993408515,1.038372494,0.585938888,0.577858431,0.629721334,0.546339822,0.628366326,0.550161169,1.000283008,1.016860824,0.714520299,0.703187493,0.736072004,0.748380528,0.551305473,0.57929849,0.505449462,0.485470064,0.47182061,0.288144403,0.272826608,0.256447938,0.363545027,0.373414323
MMP2,1.003693726,1.012532921,0.989762365,0.959423488,0.967719316,1.002329382,1.187927302,1.255358812,0.756101386,0.76562336,0.796460755,0.704678569,0.757294192,0.730763961,1.233918031,1.241474411,0.855383395,0.844326511,0.894508899,0.89994014,0.800387532,0.816653372,0.79444441,0.783993185,0.760235937,0.809195279,0.774448766,0.7938566,0.844636857,0.849663941
MMP3,0,0,0,0,0.023891396,0.07006715,1.107894277,1.147715222,0.015270017,0,0,0,0,0,0.524004879,0.530129099,0,0,0,0,0,0,0,0,0,0,0.016080038,0,0.01731824,0.034662395
MMP9,0.303403912,0.259144412,0.287635286,0.264756929,0.249795706,0.313560115,0,0,0.029119202,0.072567947,0.114528996,0.079439404,0.091623841,0.022789877,0,0,0.320672336,0.369010271,0.407299302,0.411833415,0.112763046,0.171348282,0.137307713,0.112441577,0.183059608,0,0.016080038,0.050060298,0.01731824,0.018337165
MPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016080038,0.027123288,0,0.018337165
MPV17,0.590360886,0.593139342,0.562922057,0.545065456,0.57601861,0.582875921,0.634391349,0.603002596,0.598893069,0.608854983,0.621978494,0.614069752,0.60738723,0.602359755,0.665565837,0.679289908,0.624260565,0.602301074,0.611807577,0.594751995,0.625824989,0.627860635,0.627388057,0.630654479,0.611811507,0.569465769,0.595774226,0.617891039,0.593210771,0.609438056
MSRA,0.276273321,0.262713248,0.265184858,0.267607907,0.274308087,0.245702609,0.427786955,0.414844822,0.389122698,0.368652997,0.348311764,0.373495747,0.35699133,0.331633275,0.413326733,0.398976579,0.407382697,0.364683981,0.408350775,0.375039895,0.340035114,0.30439365,0.288340177,0.31970501,0.316353637,0.421487483,0.418635944,0.48851726,0.441474276,0.469633771
MSRB2,0.454502692,0.459447784,0.515667198,0.478799335,0.474250946,0.449331982,0.543823342,0.502061914,0.428313826,0.435234716,0.459293277,0.429791511,0.467677251,0.436141993,0.559886774,0.534246223,0.45853818,0.414049839,0.456310005,0.481381483,0.467928993,0.457924809,0.434904758,0.482866632,0.44467604,0.448013093,0.396653768,0.481641402,0.43066197,0.451004496
MSRB3,0.72235501,0.724418726,0.735575458,0.741329977,0.736562629,0.721261674,0.757565081,0.746642586,0.65095754,0.65788354,0.663894744,0.640255724,0.634303412,0.655526381,0.736453251,0.726626701,0.556029309,0.54897612,0.604969239,0.595644482,0.543712405,0.557691611,0.55495036,0.544382511,0.56394694,0.509583444,0.541139793,0.525077319,0.552972295,0.552049187
MT-CO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT-ND1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT-ND3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT-ND5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT-ND6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT3,0,0,0,0,0.012424177,0,0.014419802,0,0.053466233,0.02830017,0.014901195,0.031422565,0.028696898,0.042551251,0,0,0.058966143,0.120791899,0.064841261,0.124258436,0,0.032031559,0.017696678,0.015911162,0,0,0.016080038,0.050060298,0,0.018337165
MTF1,0.410664123,0.416042009,0.408007759,0.378092465,0.405999683,0.473541671,0.437730152,0.444466327,0.535031214,0.490639329,0.50838367,0.51895942,0.496830385,0.515853159,0.429477458,0.464093301,0.504907891,0.517404903,0.510988259,0.506588567,0.480352555,0.483653326,0.475477452,0.49240341,0.49118473,0.506220603,0.496445795,0.423575371,0.496363496,0.470465324
MTR,0.65639768,0.651185554,0.62853763,0.631937782,0.653029705,0.678800257,0.555175517,0.586596097,0.630725435,0.611447622,0.604629394,0.611784699,0.585778453,0.643579386,0.555846566,0.587221231,0.636515134,0.615093849,0.613931167,0.631108677,0.671184856,0.674019584,0.68917812,0.668123957,0.654185415,0.569836051,0.591353509,0.562121453,0.575413751,0.544676745
MYB,0.148065542,0.051636806,0.130014212,0.105364548,0.14532053,0.153466768,0.039645651,0.014848917,0.257730405,0.225919304,0.212210715,0.180017666,0.240829344,0.23877276,0.016184238,0.054057395,0.19039845,0.195977247,0.261840756,0.249625453,0.24046775,0.252256007,0.240829722,0.268695132,0.254084937,0.242641197,0.264435912,0.198704749,0.258865653,0.206984014
MYEF2,0.62463615,0.586870447,0.606291165,0.612352685,0.611116773,0.612497003,0.131830757,0.052158936,0.769903151,0.748210418,0.733256541,0.764998091,0.761927162,0.763380161,0.155291504,0.187272154,0.777798086,0.781387587,0.745517389,0.742411446,0.764384188,0.771813987,0.786621931,0.779221496,0.804471768,0.753029974,0.7713222,0.720433087,0.732055069,0.719909865
NAPRT,0.319084378,0.23143653,0.282930543,0.313431277,0.276348749,0.33070266,0.324398027,0.291546789,0.273918862,0.319348164,0.285247779,0.312753024,0.319520325,0.334267498,0.434185384,0.421755859,0.250398649,0.306321292,0.309404057,0.293826605,0.258032721,0.234849371,0.225105195,0.281916195,0.27869435,0.261369814,0.252458323,0.245411812,0.285424673,0.229505316
NCF1,0,0.036330963,0.028936249,0,0,0,0,0,0,0.02830017,0,0,0,0,0,0,0,0.043695247,0,0,0,0,0,0.015911162,0,0,0.030592127,0,0.032831101,0.049373855
NCF2,0.210917778,0.21777803,0.23548934,0.225459339,0.204907683,0.245702609,0.050818699,0.052158936,0.101116352,0.052072489,0.107081286,0.016538318,0.091623841,0.075609228,0.030781128,0.029467552,0.203260313,0.248924825,0.256129243,0.1557882,0.060701339,0.09080357,0.017696678,0.066587655,0.042442723,0.016060159,0.016080038,0.050060298,0,0.018337165
NCF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCOA7,0.464175561,0.432710679,0.454598854,0.441705509,0.460187619,0.471038001,0.409580703,0.457325999,0.493393723,0.518992124,0.475596223,0.49324501,0.48078594,0.48885658,0.394000541,0.448088948,0.489500339,0.4695349,0.450107902,0.451803221,0.400463644,0.414059989,0.421105108,0.367922496,0.387995049,0.33415892,0.375022584,0.354262777,0.333515025,0.301127141
NDUFA12,0.600823846,0.624817163,0.65747287,0.666892132,0.654637483,0.598689695,0.590668267,0.551407481,0.551376941,0.544825135,0.553095751,0.553745372,0.548645113,0.553194449,0.610437858,0.616153058,0.59755238,0.566199726,0.574651994,0.588971904,0.60411782,0.624118677,0.657763564,0.627704078,0.61684258,0.603460498,0.617720677,0.660507792,0.613353219,0.597912279
NDUFA6,0.50055618,0.521020244,0.548773224,0.534152849,0.517706821,0.472295096,0.539434123,0.501524234,0.52589717,0.533555839,0.536099915,0.541344037,0.540887516,0.527713937,0.488042014,0.459693363,0.489500339,0.520521301,0.499510246,0.495972502,0.585838977,0.563901938,0.550351474,0.560429616,0.571548516,0.563798158,0.548155598,0.621144482,0.548418177,0.56708833
NDUFB4,0.660464712,0.652993512,0.661290925,0.688472472,0.665876301,0.60600856,0.656622618,0.602182698,0.622338117,0.637118196,0.639456248,0.633445181,0.640657829,0.596189883,0.639956713,0.622772912,0.605625063,0.633278953,0.648786805,0.634574544,0.7017539,0.660022316,0.629324669,0.635445552,0.650700125,0.663780869,0.650164408,0.713424902,0.668049743,0.654907223
NDUFS2,0.687034722,0.703462619,0.679539211,0.665726489,0.672687875,0.690241198,0.687188652,0.677721054,0.722567283,0.714110855,0.714170646,0.719078842,0.728269597,0.721357466,0.695805955,0.703750239,0.753685434,0.771141091,0.760335716,0.756253848,0.735398572,0.729873529,0.7289683,0.73121843,0.723427016,0.705260082,0.703955329,0.667405142,0.700994004,0.69233553
NDUFS8,0.637462953,0.628190598,0.574498759,0.564365796,0.558490633,0.600817749,0.606968941,0.607300758,0.60538573,0.645324937,0.674758323,0.628124812,0.652607052,0.640269418,0.600762068,0.568012969,0.631733592,0.618327518,0.646262619,0.647683826,0.658448389,0.640263376,0.602929976,0.655281062,0.601497872,0.624607944,0.587785643,0.678130728,0.626236764,0.635415567
NEIL1,0.210917778,0.259144412,0.180462141,0.209660786,0.194746638,0.206612577,0.149487843,0.204061333,0.362026498,0.36331143,0.359943167,0.381810626,0.370740927,0.358326301,0.352241543,0.353544469,0.372244503,0.417168409,0.360586781,0.334862818,0.157901984,0.165582141,0.187583508,0.208118877,0.162551905,0.295320597,0.313092032,0.280916588,0.26825475,0.290412545
NET1,0.579107102,0.567677922,0.569696857,0.585180359,0.577904199,0.584062872,0.562289811,0.554458924,0.507363752,0.501779166,0.519330286,0.533277843,0.522629234,0.517388441,0.482785181,0.427408079,0.558886543,0.559230543,0.563986401,0.543217679,0.624132103,0.616054923,0.62084159,0.638709911,0.635192347,0.562249654,0.560874757,0.518814139,0.553420142,0.552527949
NFE2L1,0.910791755,0.940023303,0.92009987,0.878889771,0.901557672,0.942056546,0.895387187,0.897491813,0.948392914,0.935525258,0.929315406,0.929602104,0.929950425,0.927364484,0.899146638,0.89975174,0.957150063,0.93682616,0.939981591,0.950409475,0.928367155,0.946532396,0.931806117,0.91147368,0.89889102,0.891551983,0.870112917,0.836239674,0.898629293,0.888835861
NFE2L2,0.763833948,0.741375356,0.806172253,0.805561891,0.802440127,0.750445865,0.724812933,0.729597536,0.717449086,0.695149157,0.690156584,0.687874706,0.67154404,0.698526388,0.786130515,0.785480827,0.694520883,0.682861054,0.698359926,0.697672132,0.642024841,0.70039053,0.710397884,0.622138392,0.672827155,0.623580257,0.643314759,0.620222156,0.672136033,0.679656918
NME2,0.155686418,0.153126085,0.170635405,0.177200683,0.172074264,0.206612577,0.215622993,0.211793162,0.185878514,0.207757122,0.233272832,0.1901149,0.174688866,0.233731194,0.197065943,0.200563859,0.196968159,0.21711138,0.186989919,0.199759111,0.228839985,0.165582141,0.121552895,0.185758274,0.156951308,0.200655214,0.128402873,0.206342554,0.22652102,0.140718956
NME5,0.210917778,0.14557871,0.333168377,0.334678203,0.295350972,0.11752905,0.027566083,0.040730057,0.340767756,0.352016864,0.352780644,0.340084092,0.343428449,0.377088278,0.105683694,0.042269305,0.275160326,0.191365205,0.220074127,0.233665169,0.236691789,0.258686426,0.298811086,0.276767711,0.308310739,0.181884063,0.205145679,0.220535037,0.119658783,0.148118995
NME8,0.037198676,0.019270386,0.083396109,0.067328069,0.053790318,0.027183286,0,0,0.015270017,0,0,0,0,0,0,0,0.022350308,0.016031938,0.015422408,0,0,0,0,0,0,0.016060159,0,0,0,0.018337165
NOL3,0.41976959,0.409605995,0.37198924,0.354849889,0.372865824,0.433961007,0.395367766,0.381494766,0.359169062,0.367335455,0.327229232,0.383152409,0.307969391,0.326220817,0.535704885,0.54172557,0.412005416,0.358712918,0.384542364,0.341542943,0.31054691,0.302060165,0.296261551,0.300896082,0.254084937,0.269919241,0.26153059,0.256447938,0.271257386,0.284751652
NONO,0.909100654,0.891082917,0.890273296,0.865736752,0.887203349,0.893372153,0.834186421,0.826993946,0.976454158,0.971971356,0.976691971,0.973274665,0.976626388,0.980439975,0.857172925,0.855393415,0.948796957,0.953288959,0.957775001,0.955342232,0.96450088,0.965556859,0.962564813,0.961347147,0.956570947,0.954992765,0.966349647,0.938673604,0.959157286,0.954639333
NOS3,0.155686418,0.153126085,0.148793277,0.113528778,0.106477822,0.130495803,0.039645651,0.098974223,0.015270017,0.014821159,0.028446361,0,0.063458855,0.059995422,0.030781128,0.029467552,0,0,0,0,0.103705736,0.069989516,0.072845652,0.066587655,0.029593559,0.030556058,0,0,0.01731824,0
NOX1,0,0,0,0.016119626,0,0,0,0,0.015270017,0,0,0.016538318,0,0,0,0,0,0.016031938,0,0,0,0,0,0,0,0,0,0,0,0
NOX4,0.627166022,0.629398604,0.674795597,0.711679488,0.699337829,0.626027008,0.061211841,0.062773072,0.357719523,0.336576313,0.370731749,0.314880549,0.380894181,0.353815403,0.067557022,0.131759178,0.385506267,0.349282043,0.416505588,0.430032196,0.493192459,0.497576362,0.513439184,0.480216888,0.54197808,0.397652513,0.45151239,0.456117669,0.428608907,0.426400759
NOX5,0.037198676,0.110862668,0.015169656,0.030663945,0.034538591,0.050163154,0.039645651,0.014848917,0,0,0,0,0,0,0.056277982,0.064980638,0.041780481,0,0.015422408,0,0.01764614,0,0,0,0,0,0,0,0,0
NQO1,0.723344717,0.744602303,0.750278353,0.777435428,0.762725902,0.718170618,0.883129177,0.853610677,0.489836525,0.526905959,0.513459329,0.540881455,0.518790051,0.526281968,0.876073588,0.855497869,0.600149223,0.62812756,0.618345715,0.605679929,0.621267159,0.633303014,0.627943949,0.606955003,0.608544143,0.459304213,0.445662672,0.496157441,0.472206319,0.490601061
NR4A2,0.091719039,0.110862668,0.100608058,0.077785716,0.106477822,0.103324985,0.170182348,0.152409212,0.14944685,0.072567947,0.082203746,0.123528303,0.135725346,0.102646686,0.205905405,0.231114514,0.152342281,0.160219548,0.161825318,0.171930839,0.129376104,0.182251273,0.187583508,0.147452847,0.132170951,0.141976183,0.077628646,0.10314498,0.155973385,0.132931988
NR4A3,0.225557048,0.197369281,0.241920947,0.229160378,0.234503535,0.206612577,0.241686565,0.239240121,0.315961795,0.303969785,0.265523554,0.314880549,0.297608441,0.295745568,0.166883606,0.208808708,0.271308786,0.261141305,0.275229146,0.298259562,0.282431088,0.276463012,0.277077197,0.344929837,0.318298292,0.347900087,0.349707705,0.305795818,0.363545027,0.331425364
NUDT1,0.441999738,0.402879294,0.402755833,0.40841147,0.392690675,0.388930809,0.476347506,0.442077076,0.405844184,0.425708299,0.440170267,0.452402102,0.476327935,0.449973597,0.333428726,0.287850179,0.309023834,0.340939547,0.395215003,0.359954399,0.523957414,0.512041734,0.488764577,0.545680178,0.489357742,0.496863183,0.483802423,0.543978197,0.508935417,0.501762473
NUDT15,0.532757282,0.509368866,0.529986113,0.567792472,0.542065918,0.511666551,0.508489336,0.513921373,0.48371232,0.50601185,0.505253129,0.511248656,0.502360013,0.489778648,0.420609018,0.434625473,0.479234673,0.489171972,0.521154226,0.502764844,0.593351964,0.599447796,0.598939127,0.609782319,0.633804739,0.540500916,0.563988126,0.514173514,0.537383104,0.532064904
NUDT2,0.515216209,0.52591982,0.559602121,0.571876329,0.553214425,0.502755775,0.544216022,0.492646437,0.463666502,0.450377826,0.476877569,0.468304739,0.469041265,0.453533142,0.538030862,0.524456374,0.49039943,0.487897726,0.495478912,0.473512469,0.47658032,0.506780453,0.488764577,0.461739386,0.449557697,0.445478056,0.461801895,0.523314549,0.470655549,0.462808754
OGG1,0.476741969,0.488439735,0.479561018,0.475339047,0.481582644,0.444884904,0.486507512,0.492073607,0.537229817,0.54957248,0.570406453,0.549870689,0.561592492,0.541972803,0.499830262,0.503816503,0.528891396,0.526565068,0.552895412,0.546140904,0.564999206,0.560622012,0.543664753,0.57456053,0.553167658,0.579847016,0.556889246,0.594537436,0.539852544,0.554427753
OSER1,0.603420623,0.604937181,0.621320725,0.63070925,0.627910146,0.590427243,0.562636761,0.538954898,0.552956315,0.541574043,0.545243777,0.563610623,0.547446771,0.54643777,0.621381278,0.627672155,0.590855024,0.599907154,0.588093574,0.581007885,0.537244689,0.554702403,0.545123107,0.556476873,0.551157933,0.57528259,0.584466261,0.592879296,0.581461959,0.585802123
OXR1,0.464175561,0.456596646,0.554286055,0.541964345,0.519302125,0.476003954,0.491059031,0.536419659,0.454826412,0.440185094,0.466987513,0.448146245,0.45994338,0.436141993,0.476640645,0.469764739,0.454029991,0.485965684,0.460059151,0.468722612,0.459602852,0.459567722,0.497006785,0.490544275,0.505596441,0.459304213,0.487709372,0.414653785,0.417896394,0.439210031
OXSR1,0.730565056,0.718087679,0.72391286,0.732003775,0.736747042,0.738989517,0.590092957,0.581015774,0.727271902,0.715267512,0.719895611,0.711611519,0.714552987,0.706674863,0.616010042,0.62351815,0.747113889,0.734245274,0.747788032,0.73526665,0.736870175,0.742007954,0.747605348,0.74116571,0.745731107,0.724651072,0.73556709,0.690463126,0.741583433,0.736508403
P4HB,1.037940614,1.029083424,1.005014906,0.973359484,0.983207313,1.017086476,1.12727394,1.149755635,0.96913984,0.956732145,0.959534858,0.960598753,0.972453486,0.957074007,1.156512406,1.150548009,0.983334254,0.983028073,0.996306078,0.998676647,0.962816385,0.977685237,0.934274847,0.943593565,0.913727989,0.982680617,0.947584041,0.960971826,1.006197466,1.006656462
PAGE4,0,0,0,0,0,0,0,0,0,0,0,0.031422565,0,0.022789877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PARK7,0.795332911,0.80466445,0.812656321,0.831920335,0.814670711,0.761263699,0.839951498,0.805314246,0.783372459,0.794272162,0.806839795,0.791253011,0.788253017,0.783872849,0.807100441,0.797435084,0.780251352,0.763896311,0.793216041,0.789891848,0.808505557,0.815159543,0.800663294,0.81398169,0.790134791,0.801822913,0.801000026,0.849218783,0.80415197,0.817083926
PARP1,0.790279663,0.795287118,0.790242775,0.746521703,0.760856589,0.788781582,0.693654385,0.696170107,0.873095535,0.876197175,0.871593916,0.873081984,0.868587173,0.875648536,0.664976456,0.672134133,0.824563928,0.827640146,0.858613065,0.853154318,0.991717224,0.974396911,0.980955216,0.996864446,0.974124316,0.911859132,0.9041022,0.858751491,0.898497066,0.894235933
PAWR,0.734735024,0.711648819,0.726490003,0.759956838,0.742884963,0.749475441,0.590668267,0.599416647,0.612663132,0.644297715,0.644302537,0.630428278,0.604953714,0.630589988,0.572124898,0.5598821,0.608086043,0.596242553,0.641301671,0.62803828,0.654103607,0.68448582,0.674297457,0.67694423,0.706882965,0.645811891,0.652733562,0.632216104,0.659305168,0.66757487
PAX2,0.182782375,0.167162231,0.073981892,0.077785716,0.093226185,0.153466768,0,0,0.109056968,0.081846832,0.082203746,0.079439404,0.063458855,0.059995422,0,0,0.058966143,0.030504846,0,0.029272717,0,0.058379389,0.094273532,0.095753525,0.054270997,0,0.016080038,0,0.01731824,0
PCGF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PCNA,0.710294676,0.707789757,0.742070824,0.766444239,0.747927532,0.672079108,0.743740371,0.751849888,0.725802223,0.701038985,0.69686082,0.72130315,0.736834033,0.738230793,0.632557531,0.632648623,0.651225554,0.664292969,0.710556858,0.69662176,0.820745115,0.80658496,0.834251349,0.838992994,0.842536361,0.781305215,0.807673427,0.797277786,0.799168231,0.807732516
PDCD10,0.601197597,0.582402256,0.658051855,0.726788897,0.678385699,0.561788358,0.560893875,0.531656595,0.488025555,0.488894101,0.461431427,0.495146505,0.469718617,0.48885658,0.52196231,0.469067506,0.527500402,0.517404903,0.526936623,0.492456539,0.474270257,0.498836933,0.507953793,0.497845517,0.538494529,0.522323433,0.568539468,0.528541486,0.497669523,0.543665596
PDE8A,0.443082681,0.422211423,0.463392637,0.435432635,0.457808954,0.43068688,0.534493609,0.559653007,0.491625742,0.459205026,0.424702891,0.496400815,0.453302671,0.453533142,0.567273771,0.551683547,0.539575099,0.536123088,0.537428842,0.552614689,0.410319706,0.402537116,0.450302047,0.426954542,0.416538512,0.435795385,0.434149057,0.454719079,0.422274273,0.414814851
PDGFD,0.348275113,0.269604216,0.334864422,0.366924046,0.339758182,0.337042957,0.647889535,0.667827088,0.479913176,0.454119597,0.431776238,0.504897143,0.435702557,0.440043395,0.633776086,0.667226819,0.271308786,0.209013884,0.244004021,0.246567278,0.261310176,0.270769984,0.274123168,0.265904037,0.314383257,0.280604915,0.278168825,0.198704749,0.282696964,0.269580015
PDGFRA,0.269509059,0.247894279,0.256880787,0.293466417,0.29355619,0.261971754,0.812078776,0.85315391,0.522080734,0.479847402,0.444196317,0.572113455,0.450253471,0.493410881,0.852607357,0.860022797,0.152342281,0.087176749,0.156238829,0.149993676,0.164254775,0.20192061,0.192824047,0.203907252,0.21329912,0.200655214,0.182021142,0.130285793,0.218268857,0.220900948
PDGFRB,0.793393784,0.82370365,0.782678678,0.732627426,0.748779946,0.807055842,0.846690382,0.897605003,0.772893726,0.75571466,0.74414467,0.801020093,0.764657981,0.775471558,0.953812794,0.955818159,0.584796636,0.56770513,0.601285234,0.618936263,0.593002666,0.606314375,0.576813284,0.57737201,0.548297971,0.351146065,0.34807567,0.297955542,0.39513984,0.391376829
PDK1,0.40795695,0.40010119,0.400602094,0.437252001,0.431665737,0.411267211,0.418049843,0.412904471,0.590891595,0.53866994,0.507347449,0.57022317,0.527751574,0.543262222,0.32595241,0.328837652,0.460742121,0.451064418,0.427035917,0.412848746,0.411507094,0.395169726,0.423313133,0.398620068,0.417534228,0.335947503,0.365114071,0.367451913,0.277086964,0.33963073
PDK2,0.56740219,0.558283922,0.532244282,0.51980217,0.528530985,0.565181716,0.49870414,0.501524234,0.524001174,0.559001986,0.594265405,0.548995787,0.566965293,0.539359988,0.555846566,0.567291868,0.532313094,0.527548945,0.522621005,0.537631776,0.510589001,0.491767936,0.472356597,0.486754914,0.448755116,0.546242966,0.512517105,0.540858647,0.497017941,0.501088858
PDLIM1,0.754396084,0.733512463,0.714722281,0.716055749,0.732825615,0.74652565,0.723052642,0.703704637,0.64366199,0.692487946,0.740820053,0.642614519,0.677524278,0.681519619,0.722410778,0.700238776,0.586687135,0.563142492,0.609109796,0.610589207,0.653638802,0.657880027,0.6500743,0.667744865,0.671028334,0.686383032,0.668432744,0.693038808,0.700827869,0.714208214
PENK,0.182782375,0.167162231,0.142792844,0.13563739,0.150126626,0.027183286,0.22257873,0.211793162,0.281397834,0.222459717,0.204471822,0.20408296,0.240829344,0.261700181,0.205905405,0.167476119,0.101097983,0.186605791,0.075001091,0.181795976,0.094061845,0.117416133,0.137307713,0.165087202,0.125273504,0.067117128,0.077628646,0.087462323,0.071534857,0.106783164
PINK1,0.621737721,0.629097519,0.618333128,0.603439814,0.596027932,0.617302613,0.738618997,0.73962166,0.615786812,0.644091418,0.654903996,0.620450512,0.649202885,0.631657671,0.694358515,0.69511809,0.645324537,0.651203674,0.628960719,0.630170662,0.541752081,0.55641786,0.5366637,0.530743359,0.511521098,0.651048355,0.612251411,0.639707072,0.613651966,0.62194629
PKD2,0.598561429,0.573042501,0.586179425,0.606663835,0.584705992,0.600288579,0.665394389,0.701188243,0.621348789,0.579459949,0.554617673,0.61715554,0.589453502,0.607868753,0.693222923,0.697850953,0.605625063,0.60812278,0.617318706,0.608970692,0.598495466,0.615195274,0.612462976,0.602021868,0.624949792,0.5664699,0.588113549,0.520630651,0.586917449,0.554898942
PLA2R1,0.384321856,0.369033635,0.395077438,0.407310106,0.419772237,0.388930809,0.51193831,0.511925515,0.218874139,0.187068912,0.200446186,0.138060941,0.279368238,0.205594223,0.532864905,0.550474602,0.143407744,0.191365205,0.182285653,0.191048154,0.047685051,0.069989516,0.121552895,0.055441862,0.065228733,0.113219296,0.166200301,0.027123288,0.135261863,0.106783164
PLEKHA1,0.565516913,0.542440851,0.560717008,0.550658784,0.538969643,0.56040907,0.500292549,0.525823835,0.526367423,0.530489465,0.507866461,0.526290607,0.495699394,0.52913227,0.486092377,0.491715456,0.597115137,0.60200393,0.579711445,0.571899795,0.500526834,0.520959517,0.517570184,0.491166568,0.510461267,0.578457415,0.562828225,0.489633001,0.502152497,0.480873169
PLK3,0.531570592,0.546168462,0.510051772,0.50041159,0.488570342,0.53558727,0.509977257,0.497151464,0.475354794,0.487719151,0.50889909,0.50954311,0.524043796,0.511150024,0.52196231,0.553676905,0.547113278,0.568079116,0.578713209,0.587099011,0.510589001,0.511466241,0.449384965,0.517299792,0.484373302,0.5475372,0.537043172,0.550027891,0.611548042,0.589949203
PML,0.507717295,0.539719978,0.443636928,0.437252001,0.473173469,0.528891186,0.626929113,0.614283987,0.525425429,0.543208458,0.55232892,0.517340383,0.547045171,0.54954703,0.656053056,0.659061547,0.500785399,0.527548945,0.533410741,0.5304562,0.482570878,0.47798711,0.434904758,0.481547652,0.406197196,0.507350007,0.439573809,0.479277063,0.514844646,0.512771073
PNKP,0.549508675,0.531245816,0.496442664,0.488081188,0.479005409,0.541209168,0.521830507,0.488589579,0.602878718,0.615754118,0.588347758,0.60531382,0.626018304,0.611566726,0.449998978,0.474556073,0.568741271,0.598086123,0.613667368,0.624415039,0.641268002,0.614041304,0.567119589,0.629432239,0.583088312,0.576701984,0.523526096,0.552234648,0.579972774,0.584265002
